transaction_id,user_id,amount,status,failure_reason,refund_time_hrs,hour_of_day,fraud_flag
TXN630,1271,1829,failed,bank,12,5,1
TXN631,1188,7724,failed,network,0,18,0
TXN632,1998,1414,success,NA,0,17,1
TXN633,1703,7344,success,NA,0,14,0
TXN634,1446,3726,success,NA,0,2,0
TXN635,1580,2476,pending,NA,0,16,0
TXN636,1789,8314,success,NA,0,0,1
TXN637,1860,8139,success,NA,0,1,0
TXN638,1246,3012,success,NA,0,18,1
TXN639,1962,909,success,NA,0,8,0
TXN640,1075,4188,pending,user,0,7,0
TXN641,1153,2474,success,NA,0,11,0
TXN642,1655,9306,success,NA,0,14,0
TXN643,1434,4067,success,NA,0,22,0
TXN644,1996,8610,failed,fraud,0,6,0
TXN645,1085,8392,success,NA,0,20,0
TXN646,1696,1184,success,NA,0,15,0
TXN647,1284,5216,success,NA,0,6,0
TXN648,1973,5169,success,NA,0,19,0
TXN649,1219,5744,success,NA,0,20,0
TXN650,1068,6186,success,NA,0,11,0
TXN651,1046,5535,success,NA,0,16,0
TXN652,1093,4214,success,NA,0,10,0
TXN653,1749,2396,success,NA,0,3,1
TXN654,1957,5089,success,NA,0,18,0
TXN655,1452,4947,success,NA,0,1,1
TXN656,1203,8302,failed,NA,0,1,0
TXN657,1911,5091,failed,bank,0,23,0
TXN658,1217,3951,success,NA,0,16,0
TXN659,1473,1387,success,NA,0,23,0
TXN660,1431,1234,success,NA,0,8,0
TXN661,1340,4476,success,NA,0,21,0
TXN662,1550,1601,success,NA,0,0,0
TXN663,1611,1679,success,NA,0,9,0
TXN664,1288,9569,success,NA,0,22,0
TXN665,1253,1576,failed,network,0,14,0
TXN666,1733,9915,success,NA,0,20,0
TXN667,1356,1411,success,NA,0,14,0
TXN668,1022,9815,success,NA,0,22,0
TXN669,1761,4420,success,NA,0,20,0
TXN670,1521,5333,success,NA,0,1,0
TXN671,1757,7660,success,NA,0,13,0
TXN672,1836,2043,success,NA,0,3,0
TXN673,1099,919,success,NA,0,17,0
TXN674,1801,1064,failed,user,0,8,0
TXN675,1179,652,success,NA,0,1,1
TXN676,1222,740,success,NA,0,1,1
TXN677,1905,8735,success,NA,0,17,0
TXN678,1761,539,success,NA,0,16,0
TXN679,1658,6914,success,NA,0,8,0
TXN680,1441,7290,success,NA,0,7,0
TXN681,1607,7836,pending,bank,0,1,0
TXN682,1768,8074,failed,network,6,1,0
TXN683,1324,344,success,NA,0,4,0
TXN684,1515,5538,failed,network,6,11,0
TXN685,1015,4077,success,NA,0,15,0
TXN686,1791,2962,success,NA,0,13,0
TXN687,1335,9959,success,NA,0,19,0
TXN688,1758,4794,failed,network,2,1,1
TXN689,1257,1923,success,NA,0,23,0
TXN690,1496,3308,success,NA,0,7,0
TXN691,1987,2867,success,NA,0,3,0
TXN692,1895,8686,success,NA,0,19,0
TXN693,1159,3691,success,NA,0,8,0
TXN694,1474,4508,failed,fraud,6,19,0
TXN695,1851,5357,success,NA,0,18,0
TXN696,1663,8983,success,NA,0,1,0
TXN697,1907,2091,success,NA,0,15,0
TXN698,1689,729,success,NA,0,10,1
TXN699,1674,5788,success,NA,0,7,0
TXN700,1379,5718,success,NA,0,11,0
TXN701,1544,9600,success,NA,0,2,0
TXN702,1928,7747,success,NA,0,12,0
TXN703,1956,8083,success,NA,0,1,0
TXN704,1690,112,success,NA,0,12,0
TXN705,1426,7879,success,NA,0,7,0
TXN706,1612,7402,success,NA,0,14,0
TXN707,1267,6965,pending,bank,0,23,1
TXN708,1834,8376,success,NA,0,20,0
TXN709,1576,3694,success,NA,0,8,0
TXN710,1416,5020,success,NA,0,10,0
TXN711,1167,8053,success,NA,0,21,0
TXN712,1841,3328,pending,network,0,20,0
TXN713,1042,7346,success,NA,0,2,0
TXN714,1555,9064,success,NA,0,6,0
TXN715,1284,3124,success,NA,0,13,0
TXN716,1396,8362,success,NA,0,14,0
TXN717,1011,7602,failed,user,12,8,0
TXN718,1606,1687,success,NA,0,19,0
TXN719,1301,5153,success,NA,0,10,1
TXN720,1897,9166,success,NA,0,6,0
TXN721,1252,694,success,NA,0,11,0
TXN722,1498,2082,failed,NA,0,18,0
TXN723,1753,2811,success,NA,0,17,0
TXN724,1034,2118,success,NA,0,12,0
TXN725,1726,291,success,NA,0,10,0
TXN726,1848,2718,success,NA,0,0,0
TXN727,1089,852,success,NA,0,5,0
TXN728,1775,5109,success,NA,0,20,0
TXN729,1604,245,success,NA,0,1,0
TXN730,1921,2237,success,NA,0,12,0
TXN731,1969,2380,success,NA,0,12,0
TXN732,1601,4891,pending,user,0,18,0
TXN733,1417,3656,success,NA,0,8,0
TXN734,1114,8518,success,NA,0,18,0
TXN735,1616,110,success,NA,0,22,0
TXN736,1902,3977,success,NA,0,0,0
TXN737,1195,6346,success,NA,0,22,0
TXN738,1825,2641,failed,network,0,7,0
TXN739,1500,8808,success,NA,0,22,0
TXN740,1625,9813,success,NA,0,13,0
TXN741,1492,6171,success,NA,0,23,0
TXN742,1074,1250,success,NA,0,15,0
TXN743,1412,2904,success,NA,0,3,0
TXN744,1375,7074,success,NA,0,17,0
TXN745,1419,9478,success,NA,0,13,0
TXN746,1728,7022,success,NA,0,8,0
TXN747,1276,186,success,NA,0,14,0
TXN748,1760,1079,success,NA,0,2,0
TXN749,1675,2644,success,NA,0,3,0
TXN750,1393,7256,success,NA,0,22,0
TXN751,1868,711,success,NA,0,17,0
TXN752,1456,2522,success,NA,0,13,0
TXN753,1919,136,success,NA,0,14,0
TXN754,1191,6269,success,NA,0,7,0
TXN755,1738,8193,success,NA,0,9,0
TXN756,1688,7018,success,NA,0,23,0
TXN757,1098,2823,success,NA,0,11,0
TXN758,1547,1750,success,NA,0,20,0
TXN759,1977,2750,success,NA,0,8,0
TXN760,1998,6865,failed,bank,0,7,0
TXN761,1095,1697,success,NA,0,16,0
TXN762,1663,6088,success,NA,0,8,0
TXN763,1662,5214,success,NA,0,12,0
TXN764,1189,5570,success,NA,0,13,0
TXN765,1735,3737,success,NA,0,4,0
TXN766,1036,646,success,NA,0,8,0
TXN767,1779,4595,success,NA,0,15,0
TXN768,1368,8726,success,NA,0,18,0
TXN769,1694,8887,success,NA,0,23,0
TXN770,1524,4807,success,NA,0,22,0
TXN771,1278,4434,success,NA,0,6,0
TXN772,1216,8962,success,NA,0,11,0
TXN773,1866,4783,success,NA,0,1,0
TXN774,1872,7131,success,NA,0,17,0
TXN775,1797,8740,success,NA,0,17,0
TXN776,1272,7167,success,NA,0,15,0
TXN777,1880,4779,success,NA,0,10,0
TXN778,1061,1723,success,NA,0,1,0
TXN779,1595,8356,failed,NA,0,13,0
TXN780,1879,9978,pending,user,0,3,0
TXN781,1728,7228,success,NA,0,6,0
TXN782,1341,2344,success,NA,0,1,0
TXN783,1396,3680,success,NA,0,20,0
TXN784,1698,196,success,NA,0,13,0
TXN785,1018,3503,success,NA,0,6,0
TXN786,1176,4557,success,NA,0,8,0
TXN787,1611,5833,failed,fraud,0,7,0
TXN788,1395,7801,success,NA,0,8,0
TXN789,1444,5678,success,NA,0,6,0
TXN790,1232,8378,success,NA,0,18,0
TXN791,1914,3410,failed,bank,0,16,0
TXN792,1075,3055,success,NA,0,22,0
TXN793,1264,3602,success,NA,0,12,0
TXN794,1454,68,success,NA,0,10,0
TXN795,1795,2292,failed,NA,2,21,0
TXN796,1717,6368,success,NA,0,17,0
TXN797,1734,5147,failed,NA,0,16,0
TXN798,1383,8690,success,NA,0,15,0
TXN799,1563,1998,success,NA,0,9,0
TXN800,1850,9187,success,NA,0,3,0
TXN801,1505,5668,success,NA,0,3,0
TXN802,1366,4286,success,NA,0,21,0
TXN803,1143,6951,failed,user,0,10,1
TXN804,1884,1970,success,NA,0,20,0
TXN805,1068,4238,success,NA,0,7,0
TXN806,1098,288,success,NA,0,8,0
TXN807,1395,254,success,NA,0,15,0
TXN808,1024,5602,success,NA,0,9,1
TXN809,1947,4977,success,NA,0,22,0
TXN810,1890,4440,success,NA,0,8,0
TXN811,1468,2737,success,NA,0,2,0
TXN812,1483,5001,pending,user,0,1,0
TXN813,1564,6210,success,NA,0,8,0
TXN814,1150,5438,failed,network,2,12,0
TXN815,1143,9590,success,NA,0,5,0
TXN816,1568,5176,success,NA,0,3,0
TXN817,1038,866,success,NA,0,13,0
TXN818,1108,9062,success,NA,0,10,1
TXN819,1692,242,failed,NA,0,1,0
TXN820,1041,1826,success,NA,0,2,0
TXN821,1185,3695,success,NA,0,4,0
TXN822,1934,6364,failed,network,0,6,0
TXN823,1397,8492,success,NA,0,10,0
TXN824,1222,1838,success,NA,0,11,0
TXN825,1633,7424,success,NA,0,10,0
TXN826,1132,3750,failed,user,0,18,0
TXN827,1162,9409,success,NA,0,12,0
TXN828,1214,3943,success,NA,0,3,0
TXN829,1732,6861,success,NA,0,13,0
TXN830,1234,9338,failed,fraud,2,11,0
TXN831,1842,2729,success,NA,0,1,0
TXN832,1657,3954,success,NA,0,7,0
TXN833,1750,7310,success,NA,0,21,0
TXN834,1587,554,failed,network,2,18,0
TXN835,1008,9863,failed,user,24,12,0
TXN836,1073,9629,pending,network,0,20,0
TXN837,1953,6823,success,NA,0,20,0
TXN838,1491,3866,success,NA,0,0,0
TXN839,1912,767,success,NA,0,4,0
TXN840,1252,4484,failed,bank,0,21,0
TXN841,1229,708,success,NA,0,10,0
TXN842,1518,5107,success,NA,0,10,0
TXN843,1173,4058,success,NA,0,12,0
TXN844,1652,5044,success,NA,0,1,0
TXN845,1167,4284,success,NA,0,18,0
TXN846,1169,3814,success,NA,0,15,0
TXN847,1392,4687,success,NA,0,4,0
TXN848,1945,2154,success,NA,0,13,0
TXN849,1794,9497,success,NA,0,18,0
TXN850,1633,6851,success,NA,0,4,0
TXN851,1193,8625,success,NA,0,20,0
TXN852,1516,2657,success,NA,0,23,0
TXN853,1028,8435,success,NA,0,8,0
TXN854,1164,3769,success,NA,0,23,0
TXN855,1421,2631,success,NA,0,11,0
TXN856,1338,2615,success,NA,0,15,0
TXN857,1647,2813,success,NA,0,18,0
TXN858,1495,6378,success,NA,0,14,0
TXN859,1364,6041,failed,NA,0,16,0
TXN860,1832,3456,success,NA,0,14,0
TXN861,1341,8973,success,NA,0,2,0
TXN862,1499,4830,success,NA,0,16,0
TXN863,1656,4227,success,NA,0,12,0
TXN864,1510,6526,success,NA,0,8,0
TXN865,1326,2654,success,NA,0,12,0
TXN866,1216,8231,success,NA,0,15,0
TXN867,1300,2432,success,NA,0,18,0
TXN868,1131,581,pending,user,0,13,0
TXN869,1803,6129,success,NA,0,7,0
TXN870,1069,684,success,NA,0,21,0
TXN871,1251,52,success,NA,0,18,0
TXN872,1414,8447,success,NA,0,23,0
TXN873,1786,6001,failed,network,6,2,0
TXN874,1444,5676,success,NA,0,22,0
TXN875,1875,7789,failed,bank,0,20,0
TXN876,1181,6053,success,NA,0,17,0
TXN877,1166,2940,success,NA,0,15,0
TXN878,1090,6289,success,NA,0,13,0
TXN879,1713,8076,success,NA,0,15,0
TXN880,1857,3356,success,NA,0,23,0
TXN881,1530,947,success,NA,0,16,0
TXN882,1038,9327,success,NA,0,19,0
TXN883,1125,9521,success,NA,0,10,0
TXN884,1450,720,failed,bank,0,12,0
TXN885,1172,7341,success,NA,0,10,0
TXN886,1652,1555,success,NA,0,3,0
TXN887,1753,6510,success,NA,0,13,0
TXN888,1219,5217,success,NA,0,4,0
TXN889,1637,5305,success,NA,0,3,0
TXN890,1057,299,failed,fraud,24,0,0
TXN891,1659,6507,failed,network,2,13,0
TXN892,1475,1942,success,NA,0,6,0
TXN893,1455,3489,failed,fraud,0,9,0
TXN894,1828,2904,success,NA,0,1,0
TXN895,1894,9745,success,NA,0,9,0
TXN896,1360,3842,success,NA,0,2,0
TXN897,1934,5380,success,NA,0,20,0
TXN898,1000,7921,success,NA,0,7,1
TXN899,1386,8285,success,NA,0,9,0
TXN900,1972,3662,success,NA,0,7,0
TXN901,1347,2668,success,NA,0,13,0
TXN902,1189,4728,success,NA,0,17,0
TXN903,1504,3213,failed,bank,0,8,0
TXN904,1190,9530,success,NA,0,21,0
TXN905,1507,2992,success,NA,0,8,0
TXN906,1368,8461,success,NA,0,3,0
TXN907,1408,1975,success,NA,0,2,0
TXN908,1823,3022,success,NA,0,13,0
TXN909,1928,1040,success,NA,0,13,0
TXN910,1933,1862,success,NA,0,20,0
TXN911,1116,9045,success,NA,0,15,0
TXN912,1133,539,success,NA,0,4,0
TXN913,1057,5926,success,NA,0,19,0
TXN914,1555,9735,success,NA,0,22,0
TXN915,1684,3695,success,NA,0,23,0
TXN916,1671,7131,failed,fraud,48,14,0
TXN917,1172,2941,success,NA,0,20,0
TXN918,1828,9947,failed,fraud,0,8,0
TXN919,1814,3566,success,NA,0,6,0
TXN920,1148,3390,pending,network,0,12,0
TXN921,1079,6460,success,NA,0,22,0
TXN922,1885,103,success,NA,0,7,0
TXN923,1212,2625,pending,bank,0,11,0
TXN924,1202,665,success,NA,0,3,0
TXN925,1763,5994,success,NA,0,15,0
TXN926,1228,7454,success,NA,0,5,0
TXN927,1675,1004,success,NA,0,4,0
TXN928,1226,1679,failed,NA,0,0,0
TXN929,1658,6909,success,NA,0,13,0
TXN930,1531,8891,success,NA,0,8,0
TXN931,1440,3328,success,NA,0,17,0
TXN932,1401,5505,success,NA,0,5,0
TXN933,1046,3851,success,NA,0,14,0
TXN934,1232,2611,success,NA,0,15,0
TXN935,1304,6589,success,NA,0,7,0
TXN936,1525,420,success,NA,0,18,0
TXN937,1142,907,failed,bank,2,4,0
TXN938,1414,4936,success,NA,0,13,0
TXN939,1512,7535,success,NA,0,6,0
TXN940,1372,433,success,NA,0,3,0
TXN941,1565,4384,success,NA,0,20,0
TXN942,1885,4340,success,NA,0,0,0
TXN943,1258,2775,pending,bank,0,3,0
TXN944,1655,6254,success,NA,0,13,0
TXN945,1470,6161,failed,fraud,2,22,0
TXN946,1952,4301,success,NA,0,15,0
TXN947,1970,972,success,NA,0,6,0
TXN948,1011,2965,success,NA,0,9,0
TXN949,1329,8007,success,NA,0,9,0
TXN950,1735,3096,success,NA,0,3,0
TXN951,1783,9216,failed,bank,24,11,0
TXN952,1967,1280,success,NA,0,5,0
TXN953,1357,7697,failed,bank,0,12,0
TXN954,1971,4983,success,NA,0,20,0
TXN955,1407,9605,success,NA,0,0,0
TXN956,1667,3990,success,NA,0,7,0
TXN957,1372,6533,success,NA,0,22,0
TXN958,1007,253,pending,network,0,15,0
TXN959,1121,210,success,NA,0,4,0
TXN960,1347,9010,success,NA,0,6,0
TXN961,1675,3798,success,NA,0,2,0
TXN962,1089,6768,success,NA,0,23,0
TXN963,1647,2631,success,NA,0,20,0
TXN964,1697,1143,success,NA,0,1,0
TXN965,1315,4550,success,NA,0,1,0
TXN966,1177,8849,success,NA,0,19,0
TXN967,1539,5760,success,NA,0,22,0
TXN968,1731,9782,success,NA,0,9,0
TXN969,1868,2925,success,NA,0,19,0
TXN970,1040,3241,success,NA,0,8,0
TXN971,1739,1887,success,NA,0,17,0
TXN972,1703,739,success,NA,0,5,0
TXN973,1922,3809,success,NA,0,19,0
TXN974,1501,2153,success,NA,0,5,0
TXN975,1958,415,success,NA,0,9,0
TXN976,1144,8142,success,NA,0,8,0
TXN977,1200,4222,success,NA,0,8,0
TXN978,1928,6083,failed,NA,48,2,0
TXN979,1723,2428,success,NA,0,11,0
TXN980,1460,1255,success,NA,0,10,0
TXN981,1731,5038,success,NA,0,13,0
TXN982,1751,5719,success,NA,0,18,0
TXN983,1924,2785,success,NA,0,9,0
TXN984,1908,9917,success,NA,0,18,0
TXN985,1557,8540,success,NA,0,4,0
TXN986,1546,1006,success,NA,0,21,0
TXN987,1252,9356,success,NA,0,8,0
TXN988,1389,6673,success,NA,0,0,0
TXN989,1593,1524,success,NA,0,14,0
TXN990,1882,4510,success,NA,0,23,0
TXN991,1255,7052,success,NA,0,3,1
TXN992,1708,6446,success,NA,0,6,0
TXN993,1814,2878,failed,bank,2,5,0
TXN994,1920,2900,success,NA,0,14,0
TXN995,1449,3014,success,NA,0,5,0
TXN996,1009,4644,success,NA,0,6,0
TXN997,1823,9191,failed,network,0,19,0
TXN998,1797,6694,success,NA,0,21,0
TXN999,1241,2900,success,NA,0,2,0
TXN1000,1250,215,success,NA,0,20,0
TXN1001,1876,969,success,NA,0,12,0
TXN1002,1004,8355,pending,bank,0,1,0
TXN1003,1118,3554,success,NA,0,2,0
TXN1004,1800,1041,success,NA,0,12,0
TXN1005,1373,6097,failed,user,12,8,0
TXN1006,1064,3889,success,NA,0,21,0
TXN1007,1145,1308,success,NA,0,18,0
TXN1008,1223,7659,success,NA,0,17,1
TXN1009,1238,8756,success,NA,0,4,0
TXN1010,1176,4854,success,NA,0,9,0
TXN1011,1778,117,success,NA,0,13,0
TXN1012,1852,9838,success,NA,0,20,0
TXN1013,1281,5710,success,NA,0,16,0
TXN1014,1062,4528,failed,fraud,24,2,0
TXN1015,1216,8260,success,NA,0,6,0
TXN1016,1853,3571,failed,bank,2,8,0
TXN1017,1826,622,success,NA,0,4,0
TXN1018,1794,7132,success,NA,0,3,1
TXN1019,1688,7882,failed,network,6,2,0
TXN1020,1460,5445,success,NA,0,12,0
TXN1021,1928,2308,success,NA,0,8,0
TXN1022,1609,6089,success,NA,0,22,0
TXN1023,1104,700,success,NA,0,6,0
TXN1024,1098,5791,success,NA,0,7,0
TXN1025,1510,6888,pending,user,0,9,0
TXN1026,1384,2637,success,NA,0,0,0
TXN1027,1404,7926,success,NA,0,19,0
TXN1028,1822,3312,success,NA,0,20,0
TXN1029,1517,1388,success,NA,0,20,0
TXN1030,1475,5046,success,NA,0,0,0
TXN1031,1976,5830,success,NA,0,18,0
TXN1032,1708,2877,success,NA,0,1,0
TXN1033,1862,5282,success,NA,0,11,1
TXN1034,1644,2267,failed,bank,2,22,0
TXN1035,1869,3589,success,NA,0,12,0
TXN1036,1770,7895,success,NA,0,13,0
TXN1037,1436,9279,success,NA,0,4,0
TXN1038,1022,4433,success,NA,0,2,0
TXN1039,1996,3011,success,NA,0,23,0
TXN1040,1564,3276,pending,user,0,16,0
TXN1041,1676,6887,success,NA,0,0,0
TXN1042,1713,7081,failed,bank,12,13,0
TXN1043,1457,9340,success,NA,0,5,0
TXN1044,1082,9181,pending,fraud,0,16,0
TXN1045,1144,3766,success,NA,0,3,0
TXN1046,1084,3464,failed,NA,0,5,1
TXN1047,1077,1498,success,NA,0,0,0
TXN1048,1456,620,success,NA,0,8,0
TXN1049,1877,2954,failed,NA,0,3,0
TXN1050,1000,2555,success,NA,0,8,0
TXN1051,1050,967,success,NA,0,8,0
TXN1052,1684,7032,success,NA,0,21,0
TXN1053,1716,7477,failed,fraud,0,12,0
TXN1054,1771,6386,success,NA,0,22,0
TXN1055,1445,1728,success,NA,0,16,0
TXN1056,1448,665,success,NA,0,20,0
TXN1057,1880,9991,success,NA,0,2,0
TXN1058,1487,7136,failed,network,2,5,0
TXN1059,1799,4799,success,NA,0,19,0
TXN1060,1033,3555,success,NA,0,14,0
TXN1061,1347,4579,failed,user,2,13,0
TXN1062,1094,1185,success,NA,0,12,0
TXN1063,1071,8616,success,NA,0,8,0
TXN1064,1550,7276,success,NA,0,22,0
TXN1065,1153,5212,success,NA,0,14,0
TXN1066,1249,256,success,NA,0,13,1
TXN1067,1673,4925,success,NA,0,3,0
TXN1068,1437,1369,success,NA,0,10,0
TXN1069,1117,1191,success,NA,0,21,0
TXN1070,1770,4677,success,NA,0,1,0
TXN1071,1890,7439,success,NA,0,15,0
TXN1072,1305,2740,success,NA,0,18,0
TXN1073,1267,7373,success,NA,0,15,0
TXN1074,1960,3305,success,NA,0,6,0
TXN1075,1053,8331,success,NA,0,10,0
TXN1076,1235,5263,success,NA,0,11,0
TXN1077,1388,4158,success,NA,0,3,0
TXN1078,1989,3070,success,NA,0,15,0
TXN1079,1733,1907,success,NA,0,15,0
TXN1080,1762,9046,success,NA,0,6,0
TXN1081,1824,9186,success,NA,0,12,0
TXN1082,1400,2839,failed,fraud,6,4,0
TXN1083,1623,3925,failed,network,24,0,0
TXN1084,1766,7655,success,NA,0,4,0
TXN1085,1302,9852,success,NA,0,21,0
TXN1086,1918,8185,success,NA,0,13,0
TXN1087,1206,6105,success,NA,0,10,0
TXN1088,1228,3932,success,NA,0,1,0
TXN1089,1852,7225,success,NA,0,23,0
TXN1090,1909,7179,success,NA,0,17,0
TXN1091,1577,5071,success,NA,0,14,0
TXN1092,1074,4785,success,NA,0,13,0
TXN1093,1434,2437,success,NA,0,12,0
TXN1094,1102,6632,success,NA,0,1,0
TXN1095,1421,9183,success,NA,0,18,0
TXN1096,1703,5916,success,NA,0,7,0
TXN1097,1763,2616,success,NA,0,21,0
TXN1098,1737,1025,success,NA,0,16,0
TXN1099,1805,7262,success,NA,0,14,0
TXN1100,1305,9196,success,NA,0,19,1
TXN1101,1097,1312,success,NA,0,20,0
TXN1102,1849,5097,failed,user,0,13,0
TXN1103,1797,9185,failed,fraud,2,2,0
TXN1104,1334,7432,success,NA,0,16,0
TXN1105,1858,6281,success,NA,0,2,0
TXN1106,1434,3377,success,NA,0,12,0
TXN1107,1446,5680,failed,network,2,17,0
TXN1108,1993,2309,success,NA,0,0,0
TXN1109,1307,1307,failed,user,0,6,0
TXN1110,1248,514,success,NA,0,22,0
TXN1111,1165,3344,success,NA,0,4,0
TXN1112,1480,6824,failed,NA,12,1,0
TXN1113,1983,7481,success,NA,0,16,0
TXN1114,1334,1280,success,NA,0,20,0
TXN1115,1541,9126,success,NA,0,9,0
TXN1116,1758,3855,success,NA,0,3,1
TXN1117,1105,6469,success,NA,0,8,0
TXN1118,1562,5800,success,NA,0,20,0
TXN1119,1080,3906,success,NA,0,10,1
TXN1120,1132,3185,success,NA,0,11,0
TXN1121,1796,7003,failed,user,12,11,0
TXN1122,1899,9166,success,NA,0,17,0
TXN1123,1137,6084,success,NA,0,3,0
TXN1124,1183,4639,success,NA,0,8,0
TXN1125,1400,1596,success,NA,0,7,0
TXN1126,1329,6115,success,NA,0,18,0
TXN1127,1784,1144,pending,user,0,23,0
TXN1128,1507,2461,success,NA,0,12,0
TXN1129,1851,2667,success,NA,0,1,0
TXN1130,1983,9004,success,NA,0,18,0
TXN1131,1068,4195,success,NA,0,13,0
TXN1132,1545,2825,failed,NA,0,4,0
TXN1133,1773,6678,success,NA,0,9,0
TXN1134,1052,3205,success,NA,0,23,0
TXN1135,1449,4020,success,NA,0,16,0
TXN1136,1204,8022,success,NA,0,19,0
TXN1137,1125,8825,success,NA,0,15,1
TXN1138,1746,5465,success,NA,0,16,0
TXN1139,1042,4381,success,NA,0,0,1
TXN1140,1751,1992,success,NA,0,20,0
TXN1141,1970,6076,success,NA,0,21,0
TXN1142,1882,8351,failed,network,24,14,0
TXN1143,1110,241,failed,user,0,16,0
TXN1144,1760,9145,success,NA,0,10,0
TXN1145,1662,911,success,NA,0,21,0
TXN1146,1182,6761,success,NA,0,4,0
TXN1147,1847,9325,success,NA,0,3,0
TXN1148,1094,699,success,NA,0,20,0
TXN1149,1970,4184,success,NA,0,23,1
TXN1150,1373,7637,failed,user,0,8,0
TXN1151,1911,8878,failed,network,2,15,0
TXN1152,1519,1086,success,NA,0,11,0
TXN1153,1899,4181,success,NA,0,17,0
TXN1154,1359,2198,success,NA,0,21,0
TXN1155,1899,5507,success,NA,0,2,0
TXN1156,1695,6129,success,NA,0,14,0
TXN1157,1280,2480,success,NA,0,17,0
TXN1158,1194,1929,failed,user,2,11,0
TXN1159,1863,7592,success,NA,0,12,0
TXN1160,1194,2061,success,NA,0,0,1
TXN1161,1666,3423,success,NA,0,3,0
TXN1162,1092,7407,success,NA,0,7,0
TXN1163,1671,1339,success,NA,0,18,0
TXN1164,1945,1497,failed,network,12,20,0
TXN1165,1060,3249,success,NA,0,20,0
TXN1166,1633,6431,success,NA,0,4,0
TXN1167,1050,7572,success,NA,0,10,0
TXN1168,1402,6109,success,NA,0,23,0
TXN1169,1788,3233,failed,fraud,24,23,0
TXN1170,1004,5512,success,NA,0,16,0
TXN1171,1465,3266,failed,network,0,16,0
TXN1172,1603,3186,success,NA,0,1,0
TXN1173,1681,3368,success,NA,0,23,0
TXN1174,1828,2832,success,NA,0,0,0
TXN1175,1533,9232,success,NA,0,3,0
TXN1176,1404,7707,success,NA,0,8,0
TXN1177,1837,4970,success,NA,0,1,0
TXN1178,1512,6374,success,NA,0,2,0
TXN1179,1644,6377,success,NA,0,5,0
TXN1180,1232,8467,success,NA,0,12,0
TXN1181,1523,826,success,NA,0,14,0
TXN1182,1345,5258,success,NA,0,10,0
TXN1183,1045,737,success,NA,0,9,0
TXN1184,1545,579,success,NA,0,2,0
TXN1185,1944,5117,success,NA,0,19,0
TXN1186,1077,8130,success,NA,0,8,0
TXN1187,1729,5568,success,NA,0,9,0
TXN1188,1812,2203,success,NA,0,20,0
TXN1189,1922,9536,success,NA,0,22,0
TXN1190,1072,6144,pending,NA,0,23,0
TXN1191,1793,7024,success,NA,0,22,0
TXN1192,1248,9768,success,NA,0,11,0
TXN1193,1046,4824,success,NA,0,7,0
TXN1194,1120,7742,success,NA,0,20,0
TXN1195,1213,3153,failed,network,0,20,0
TXN1196,1238,2490,success,NA,0,20,0
TXN1197,1055,4185,failed,bank,0,16,1
TXN1198,1349,7174,failed,bank,0,21,0
TXN1199,1106,5251,success,NA,0,4,0
TXN1200,1830,894,success,NA,0,23,0
TXN1201,1047,496,success,NA,0,7,0
TXN1202,1572,3965,success,NA,0,17,0
TXN1203,1336,3159,success,NA,0,10,0
TXN1204,1025,1284,success,NA,0,21,0
TXN1205,1803,6637,success,NA,0,9,0
TXN1206,1256,276,success,NA,0,14,0
TXN1207,1007,4193,success,NA,0,5,0
TXN1208,1624,7235,failed,bank,0,18,0
TXN1209,1866,5608,success,NA,0,16,0
TXN1210,1252,236,failed,network,2,22,0
TXN1211,1691,2585,success,NA,0,9,0
TXN1212,1718,1982,success,NA,0,4,0
TXN1213,1302,9090,success,NA,0,15,0
TXN1214,1638,2082,success,NA,0,11,0
TXN1215,1055,1302,success,NA,0,20,0
TXN1216,1725,5559,success,NA,0,23,0
TXN1217,1525,5124,failed,user,12,4,0
TXN1218,1473,1931,success,NA,0,20,0
TXN1219,1027,319,success,NA,0,0,0
TXN1220,1982,1680,failed,bank,0,1,0
TXN1221,1077,4455,success,NA,0,4,0
TXN1222,1215,6189,success,NA,0,22,0
TXN1223,1385,1624,success,NA,0,18,1
TXN1224,1364,1745,failed,user,48,14,0
TXN1225,1665,3308,success,NA,0,0,0
TXN1226,1525,3312,success,NA,0,10,0
TXN1227,1698,1495,success,NA,0,17,0
TXN1228,1311,6313,failed,fraud,0,2,0
TXN1229,1882,8461,success,NA,0,8,0
TXN1230,1006,102,pending,user,0,23,0
TXN1231,1002,9999,success,NA,0,3,0
TXN1232,1622,5620,success,NA,0,23,0
TXN1233,1918,7629,success,NA,0,12,0
TXN1234,1749,1716,success,NA,0,8,0
TXN1235,1362,6951,failed,NA,12,2,1
TXN1236,1750,2835,success,NA,0,15,0
TXN1237,1507,769,success,NA,0,21,0
TXN1238,1273,8647,success,NA,0,7,0
TXN1239,1505,6905,success,NA,0,6,0
TXN1240,1805,2344,success,NA,0,22,0
TXN1241,1738,8313,success,NA,0,16,0
TXN1242,1882,9471,success,NA,0,15,0
TXN1243,1014,9809,success,NA,0,20,0
TXN1244,1191,4532,success,NA,0,21,0
TXN1245,1984,748,success,NA,0,17,1
TXN1246,1630,7293,success,NA,0,15,0
TXN1247,1484,9068,success,NA,0,14,0
TXN1248,1027,5968,success,NA,0,1,0
TXN1249,1713,398,failed,network,0,19,0
TXN1250,1038,5424,success,NA,0,3,0
TXN1251,1952,7919,failed,user,6,4,0
